support,itemsets,support_count,itemset_str
0.249380083613843,frozenset({'danceability_very_high'}),20818,danceability_very_high
0.24932018831083266,frozenset({'valence_high'}),20813,valence_high
0.2486014446747086,frozenset({'energy_very_high'}),20753,energy_very_high
0.2485655074929024,frozenset({'danceability_low'}),20750,danceability_low
0.2482420728566466,frozenset({'liveness_high'}),20723,liveness_high
0.2474514548569101,frozenset({'key_high'}),20657,key_high
0.2456426167059979,frozenset({'key_very_high'}),20506,key_very_high
0.23384324201296133,"frozenset({'key_very_low', 'mode_1'})",19521,key_very_low|mode_1
0.1920962158147558,frozenset({'key_low'}),16036,key_low
0.17972184621282,"frozenset({'speechiness_very_low', 'mode_1'})",15003,mode_1|speechiness_very_low
0.17769738497107057,"frozenset({'energy_very_low', 'loudness_very_low'})",14834,energy_very_low|loudness_very_low
0.17666718575929274,"frozenset({'acousticness_very_high', 'energy_very_low'})",14748,acousticness_very_high|energy_very_low
0.17489428479018676,"frozenset({'acousticness_very_high', 'mode_1'})",14600,acousticness_very_high|mode_1
0.17381616933600066,"frozenset({'mode_1', 'energy_very_low'})",14510,energy_very_low|mode_1
0.16980318403430802,"frozenset({'key_high', 'mode_1'})",14175,key_high|mode_1
0.1667485235807808,"frozenset({'mode_1', 'danceability_very_low'})",13920,danceability_very_low|mode_1
0.16632925645970842,"frozenset({'mode_1', 'duration_ms_very_low'})",13885,duration_ms_very_low|mode_1
0.1658620730962278,"frozenset({'acousticness_high', 'instrumentalness_low'})",13846,acousticness_high|instrumentalness_low
0.16527509912672647,"frozenset({'mode_0', 'instrumentalness_low'})",13797,instrumentalness_low|mode_0
0.16527509912672647,"frozenset({'mode_1', 'loudness_very_low'})",13797,loudness_very_low|mode_1
0.16430479521795902,"frozenset({'danceability_low', 'mode_1'})",13716,danceability_low|mode_1
0.16291522418811916,"frozenset({'valence_very_high', 'mode_1'})",13600,mode_1|valence_very_high
0.16204075276416824,"frozenset({'mode_1', 'liveness_low'})",13527,liveness_low|mode_1
0.1610944069766049,"frozenset({'tempo_very_low', 'mode_1'})",13448,mode_1|tempo_very_low
0.16077097234034907,"frozenset({'mode_1', 'tempo_very_high'})",13421,mode_1|tempo_very_high
0.16014806118904157,"frozenset({'liveness_very_high', 'mode_1'})",13369,liveness_very_high|mode_1
0.15966889876495885,"frozenset({'valence_low', 'mode_1'})",13329,mode_1|valence_low
0.1595011919165299,"frozenset({'key_very_low', 'instrumentalness_low'})",13315,instrumentalness_low|key_very_low
0.15924963164388647,"frozenset({'loudness_low', 'mode_1'})",13294,loudness_low|mode_1
0.15872255297739551,"frozenset({'acousticness_high', 'mode_1'})",13250,acousticness_high|mode_1
0.15855484612896656,"frozenset({'mode_1', 'duration_ms_high'})",13236,duration_ms_high|mode_1
0.15833922303812936,"frozenset({'danceability_high', 'mode_1'})",13218,danceability_high|mode_1
0.15781214437163837,"frozenset({'mode_1', 'speechiness_low'})",13174,mode_1|speechiness_low
0.1577282909474239,"frozenset({'duration_ms_low', 'mode_1'})",13167,duration_ms_low|mode_1
0.15746475161417842,"frozenset({'mode_1', 'liveness_high'})",13145,liveness_high|mode_1
0.15718923322033085,"frozenset({'energy_low', 'mode_1'})",13122,energy_low|mode_1
0.15659028019022747,"frozenset({'valence_very_high', 'instrumentalness_low'})",13072,instrumentalness_low|valence_very_high
0.15649444770541093,"frozenset({'mode_1', 'tempo_low'})",13064,mode_1|tempo_low
0.15605122246313444,"frozenset({'valence_high', 'mode_1'})",13027,mode_1|valence_high
0.15545226943303106,"frozenset({'loudness_high', 'mode_1'})",12977,loudness_high|mode_1
0.15539237413002072,"frozenset({'tempo_high', 'mode_1'})",12972,mode_1|tempo_high
0.15511685573617318,"frozenset({'mode_1', 'valence_very_low'})",12949,mode_1|valence_very_low
0.15409863558499742,"frozenset({'liveness_very_low', 'mode_1'})",12864,liveness_very_low|mode_1
0.15377520094874159,"frozenset({'mode_1', 'loudness_very_high'})",12837,loudness_very_high|mode_1
0.1528887504641886,"frozenset({'instrumentalness_medium', 'mode_1'})",12763,instrumentalness_medium|mode_1
0.15165490722217564,"frozenset({'energy_very_high', 'mode_1'})",12660,energy_very_high|mode_1
0.15158303285856323,"frozenset({'energy_very_high', 'loudness_very_high'})",12654,energy_very_high|loudness_very_high
0.15113980761628673,"frozenset({'duration_ms_very_high', 'mode_1'})",12617,duration_ms_very_high|mode_1
0.15109189137387846,"frozenset({'energy_high', 'mode_1'})",12613,energy_high|mode_1
0.15069658237401024,"frozenset({'acousticness_very_high', 'loudness_very_low'})",12580,acousticness_very_high|loudness_very_low
0.15031325243474405,"frozenset({'acousticness_very_low', 'mode_1'})",12548,acousticness_very_low|mode_1
0.1498221109500593,"frozenset({'mode_1', 'acousticness_low'})",12507,acousticness_low|mode_1
0.14971429940464068,"frozenset({'speechiness_high', 'mode_1'})",12498,mode_1|speechiness_high
0.14954659255621175,"frozenset({'instrumentalness_low', 'loudness_very_high'})",12484,instrumentalness_low|loudness_very_high
0.1493070113441704,"frozenset({'duration_ms_low', 'instrumentalness_low'})",12464,duration_ms_low|instrumentalness_low
0.14820493776878016,"frozenset({'valence_high', 'instrumentalness_low'})",12372,instrumentalness_low|valence_high
0.1479413984355347,"frozenset({'energy_low', 'instrumentalness_low'})",12350,energy_low|instrumentalness_low
0.1469471364055631,"frozenset({'acousticness_very_low', 'energy_very_high'})",12267,acousticness_very_low|energy_very_high
0.14650391116328657,"frozenset({'mode_1', 'speechiness_very_high'})",12230,mode_1|speechiness_very_high
0.14616849746642868,"frozenset({'loudness_high', 'instrumentalness_low'})",12202,instrumentalness_low|loudness_high
0.14614453934522456,"frozenset({'energy_high', 'instrumentalness_low'})",12200,energy_high|instrumentalness_low
0.14608464404221422,"frozenset({'instrumentalness_high', 'mode_1'})",12195,instrumentalness_high|mode_1
0.14573725128475426,"frozenset({'speechiness_very_high', 'instrumentalness_low'})",12166,instrumentalness_low|speechiness_very_high
0.14435965931551648,"frozenset({'mode_1', 'danceability_very_high'})",12051,danceability_very_high|mode_1
0.14415601528528132,"frozenset({'acousticness_low', 'instrumentalness_low'})",12034,acousticness_low|instrumentalness_low
0.14176020316486782,"frozenset({'danceability_high', 'instrumentalness_low'})",11834,danceability_high|instrumentalness_low
0.1400711556199763,"frozenset({'liveness_very_high', 'instrumentalness_low'})",11693,instrumentalness_low|liveness_very_high
0.1370644114088573,"frozenset({'instrumentalness_low', 'duration_ms_high'})",11442,duration_ms_high|instrumentalness_low
0.13675295583320357,"frozenset({'danceability_low', 'instrumentalness_low'})",11416,danceability_low|instrumentalness_low
0.13502797110650583,"frozenset({'speechiness_very_low', 'instrumentalness_low'})",11272,instrumentalness_low|speechiness_very_low
0.13460870398543345,"frozenset({'acousticness_very_high', 'energy_very_low', 'loudness_very_low'})",11237,acousticness_very_high|energy_very_low|loudness_very_low
0.1317457085015393,"frozenset({'tempo_very_low', 'instrumentalness_low'})",10998,instrumentalness_low|tempo_very_low
0.13148216916829383,"frozenset({'liveness_high', 'instrumentalness_low'})",10976,instrumentalness_low|liveness_high
0.13100300674421111,"frozenset({'danceability_very_high', 'instrumentalness_low'})",10936,danceability_very_high|instrumentalness_low
0.13058373962313877,"frozenset({'tempo_very_high', 'instrumentalness_low'})",10901,instrumentalness_low|tempo_very_high
0.12958947759316713,"frozenset({'danceability_very_low', 'valence_very_low'})",10818,danceability_very_low|valence_very_low
0.12760095353322393,"frozenset({'loudness_low', 'instrumentalness_low'})",10652,instrumentalness_low|loudness_low
0.12703793768492674,"frozenset({'valence_low', 'instrumentalness_low'})",10605,instrumentalness_low|valence_low
0.12592388504893445,"frozenset({'key_very_high', 'mode_1'})",10512,key_very_high|mode_1
0.12518118329160627,"frozenset({'acousticness_very_high', 'mode_1', 'energy_very_low'})",10450,acousticness_very_high|energy_very_low|mode_1
0.12371973789815403,"frozenset({'duration_ms_very_low', 'instrumentalness_low'})",10328,duration_ms_very_low|instrumentalness_low
0.12260568526216174,"frozenset({'instrumentalness_high', 'valence_very_low'})",10235,instrumentalness_high|valence_very_low
0.12221037626229352,"frozenset({'instrumentalness_low', 'tempo_low'})",10202,instrumentalness_low|tempo_low
0.12179110914122114,"frozenset({'key_high', 'instrumentalness_low'})",10167,instrumentalness_low|key_high
0.1215515279291798,"frozenset({'mode_1', 'energy_very_low', 'loudness_very_low'})",10147,energy_very_low|loudness_very_low|mode_1
0.12137184202014878,"frozenset({'key_very_high', 'instrumentalness_low'})",10132,instrumentalness_low|key_very_high
0.1202937265659627,"frozenset({'key_very_low', 'mode_1', 'instrumentalness_low'})",10042,instrumentalness_low|key_very_low|mode_1
0.11971873165706345,"frozenset({'mode_0', 'key_very_high'})",9994,key_very_high|mode_0
0.11614897159764731,"frozenset({'liveness_very_low', 'instrumentalness_low'})",9696,instrumentalness_low|liveness_very_low
0.1159692856886163,"frozenset({'instrumentalness_high', 'loudness_very_low'})",9681,instrumentalness_high|loudness_very_low
0.11551408138573772,"frozenset({'tempo_high', 'instrumentalness_low'})",9643,instrumentalness_low|tempo_high
0.11550210232513566,"frozenset({'acousticness_very_high', 'instrumentalness_low'})",9642,acousticness_very_high|instrumentalness_low
0.11235160938679188,"frozenset({'liveness_low', 'instrumentalness_low'})",9379,instrumentalness_low|liveness_low
0.1116089076294637,"frozenset({'speechiness_high', 'instrumentalness_low'})",9317,instrumentalness_low|speechiness_high
0.1097641322967453,"frozenset({'acousticness_high', 'mode_1', 'instrumentalness_low'})",9163,acousticness_high|instrumentalness_low|mode_1
0.10965632075132668,"frozenset({'valence_very_high', 'danceability_very_high'})",9154,danceability_very_high|valence_very_high
0.10923705363025432,"frozenset({'acousticness_very_low', 'loudness_very_high'})",9119,acousticness_very_low|loudness_very_high
0.10767977575198553,"frozenset({'instrumentalness_low', 'speechiness_low'})",8989,instrumentalness_low|speechiness_low
0.10603864444950227,"frozenset({'valence_very_high', 'mode_1', 'instrumentalness_low'})",8852,instrumentalness_low|mode_1|valence_very_high
0.10561937732842991,"frozenset({'energy_low', 'loudness_low'})",8817,energy_low|loudness_low
0.10502042429832653,"frozenset({'mode_0', 'danceability_very_high'})",8767,danceability_very_high|mode_0
0.10502042429832653,"frozenset({'energy_very_low', 'valence_very_low'})",8767,energy_very_low|valence_very_low
0.10486469651049965,"frozenset({'speechiness_very_low', 'mode_1', 'instrumentalness_low'})",8754,instrumentalness_low|mode_1|speechiness_very_low
0.10444542938942727,"frozenset({'acousticness_very_high', 'mode_1', 'loudness_very_low'})",8719,acousticness_very_high|loudness_very_low|mode_1
0.1041818900561818,"frozenset({'key_low', 'mode_1'})",8697,key_low|mode_1
0.10372668575330322,"frozenset({'energy_very_low', 'instrumentalness_low'})",8659,energy_very_low|instrumentalness_low
0.10371470669270116,"frozenset({'mode_0', 'instrumentalness_high'})",8658,instrumentalness_high|mode_0
0.10355897890487428,"frozenset({'valence_very_low', 'loudness_very_low'})",8645,loudness_very_low|valence_very_low
0.10341523017764948,"frozenset({'mode_0', 'speechiness_very_high'})",8633,mode_0|speechiness_very_high
0.10224128223864684,"frozenset({'energy_very_high', 'instrumentalness_low'})",8535,energy_very_high|instrumentalness_low
0.10044442314833671,"frozenset({'mode_0', 'acousticness_low'})",8385,acousticness_low|mode_0
0.10028869536050983,"frozenset({'mode_0', 'energy_high'})",8372,energy_high|mode_0
0.10025275817870363,"frozenset({'mode_0', 'speechiness_high'})",8369,mode_0|speechiness_high
0.10014494663328502,"frozenset({'acousticness_very_low', 'mode_0'})",8360,acousticness_very_low|mode_0
0.09971370045161058,"frozenset({'energy_very_high', 'speechiness_very_high'})",8324,energy_very_high|speechiness_very_high
0.09966578420920232,"frozenset({'energy_low', 'acousticness_high'})",8320,acousticness_high|energy_low
0.09933037051234442,"frozenset({'danceability_very_low', 'energy_very_low'})",8292,danceability_very_low|energy_very_low
0.09886318714886379,"frozenset({'duration_ms_very_high', 'mode_0'})",8253,duration_ms_very_high|mode_0
0.09868350123983277,"frozenset({'energy_low', 'mode_1', 'instrumentalness_low'})",8238,energy_low|instrumentalness_low|mode_1
0.09773715545226944,"frozenset({'liveness_low', 'energy_very_low'})",8159,energy_very_low|liveness_low
0.09768923920986117,"frozenset({'energy_high', 'loudness_high'})",8155,energy_high|loudness_high
0.09760538578564669,"frozenset({'duration_ms_low', 'mode_1', 'instrumentalness_low'})",8148,duration_ms_low|instrumentalness_low|mode_1
0.09738976269480948,"frozenset({'key_low', 'instrumentalness_low'})",8130,instrumentalness_low|key_low
0.09725799302818673,"frozenset({'instrumentalness_medium', 'mode_0'})",8119,instrumentalness_medium|mode_0
0.09694653745253297,"frozenset({'energy_very_high', 'mode_0'})",8093,energy_very_high|mode_0
0.096419458786042,"frozenset({'energy_very_high', 'liveness_very_high'})",8049,energy_very_high|liveness_very_high
0.09629966818002132,"frozenset({'liveness_very_low', 'mode_0'})",8039,liveness_very_low|mode_0
0.09625175193761305,"frozenset({'valence_high', 'mode_1', 'instrumentalness_low'})",8035,instrumentalness_low|mode_1|valence_high
0.09620383569520478,"frozenset({'loudness_high', 'mode_1', 'instrumentalness_low'})",8031,instrumentalness_low|loudness_high|mode_1
0.09616789851339858,"frozenset({'mode_0', 'loudness_very_high'})",8028,loudness_very_high|mode_0
0.09570071514991794,"frozenset({'danceability_very_low', 'loudness_very_low'})",7989,danceability_very_low|loudness_very_low
0.09567675702871381,"frozenset({'danceability_low', 'mode_1', 'instrumentalness_low'})",7987,danceability_low|instrumentalness_low|mode_1
0.0956048826651014,"frozenset({'mode_0', 'valence_very_low'})",7981,mode_0|valence_very_low
0.09536530145306005,"frozenset({'speechiness_very_low', 'energy_very_low'})",7961,energy_very_low|speechiness_very_low
0.09532936427125385,"frozenset({'danceability_high', 'mode_1', 'instrumentalness_low'})",7958,danceability_high|instrumentalness_low|mode_1
0.09522155272583524,"frozenset({'tempo_very_low', 'energy_very_low'})",7949,energy_very_low|tempo_very_low
0.0950897830592125,"frozenset({'instrumentalness_high', 'danceability_very_low'})",7938,danceability_very_low|instrumentalness_high
0.0950897830592125,"frozenset({'tempo_very_low', 'acousticness_very_high'})",7938,acousticness_very_high|tempo_very_low
0.09493405527138561,"frozenset({'duration_ms_very_high', 'instrumentalness_high'})",7925,duration_ms_very_high|instrumentalness_high
0.09462259969573186,"frozenset({'liveness_very_high', 'mode_1', 'instrumentalness_low'})",7899,instrumentalness_low|liveness_very_high|mode_1
0.09461062063512979,"frozenset({'tempo_high', 'mode_0'})",7898,mode_0|tempo_high
0.09450280908971119,"frozenset({'instrumentalness_low', 'mode_1', 'loudness_very_high'})",7889,instrumentalness_low|loudness_very_high|mode_1
0.09447885096850706,"frozenset({'mode_0', 'loudness_high'})",7887,loudness_high|mode_0
0.09441895566549671,"frozenset({'acousticness_very_low', 'instrumentalness_high'})",7882,acousticness_very_low|instrumentalness_high
0.09417937445345537,"frozenset({'acousticness_very_high', 'mode_1', 'energy_very_low', 'loudness_very_low'})",7862,acousticness_very_high|energy_very_low|loudness_very_low|mode_1
0.09410750008984295,"frozenset({'acousticness_very_high', 'danceability_very_low'})",7856,acousticness_very_high|danceability_very_low
0.09349656799913751,"frozenset({'mode_0', 'tempo_low'})",7805,mode_0|tempo_low
0.09326896584769823,"frozenset({'mode_0', 'valence_high'})",7786,mode_0|valence_high
0.09324500772649409,"frozenset({'energy_very_high', 'mode_1', 'loudness_very_high'})",7784,energy_very_high|loudness_very_high|mode_1
0.09307730087806514,"frozenset({'acousticness_very_high', 'duration_ms_very_low'})",7770,acousticness_very_high|duration_ms_very_low
0.09292157309023827,"frozenset({'energy_high', 'acousticness_low'})",7757,acousticness_low|energy_high
0.09232262006013488,"frozenset({'energy_low', 'mode_0'})",7707,energy_low|mode_0
0.09227470381772661,"frozenset({'duration_ms_low', 'mode_0'})",7703,duration_ms_low|mode_0
0.09208303884809353,"frozenset({'mode_0', 'danceability_high'})",7687,danceability_high|mode_0
0.0920590807268894,"frozenset({'valence_very_high', 'energy_high'})",7685,energy_high|valence_very_high
0.09186741575725632,"frozenset({'mode_0', 'speechiness_low'})",7669,mode_0|speechiness_low
0.09183147857545011,"frozenset({'duration_ms_very_low', 'energy_very_low'})",7666,duration_ms_very_low|energy_very_low
0.09177158327243977,"frozenset({'energy_high', 'mode_1', 'instrumentalness_low'})",7661,energy_high|instrumentalness_low|mode_1
0.09169970890882737,"frozenset({'speechiness_very_high', 'loudness_very_high'})",7655,loudness_very_high|speechiness_very_high
0.09143616957558189,"frozenset({'mode_0', 'duration_ms_high'})",7633,duration_ms_high|mode_0
0.09104086057571366,"frozenset({'mode_1', 'acousticness_low', 'instrumentalness_low'})",7600,acousticness_low|instrumentalness_low|mode_1
0.0909450280908971,"frozenset({'instrumentalness_high', 'energy_very_low'})",7592,energy_very_low|instrumentalness_high
0.09092106996969297,"frozenset({'mode_1', 'instrumentalness_low', 'duration_ms_high'})",7590,duration_ms_high|instrumentalness_low|mode_1
0.0908731537272847,"frozenset({'mode_0', 'loudness_low'})",7586,loudness_low|mode_0
0.0908012793636723,"frozenset({'acousticness_high', 'mode_0'})",7580,acousticness_high|mode_0
0.09077732124246816,"frozenset({'mode_0', 'liveness_high'})",7578,liveness_high|mode_0
0.09054971909102888,"frozenset({'duration_ms_very_high', 'valence_very_low'})",7559,duration_ms_very_high|valence_very_low
0.09053774003042682,"frozenset({'danceability_very_low', 'instrumentalness_low'})",7558,danceability_very_low|instrumentalness_low
0.09045388660621234,"frozenset({'valence_low', 'mode_0'})",7551,mode_0|valence_low
0.08996274512152758,"frozenset({'duration_ms_very_high', 'instrumentalness_low'})",7510,duration_ms_very_high|instrumentalness_low
0.08963931048527174,"frozenset({'mode_0', 'liveness_low'})",7483,liveness_low|mode_0
0.08962733142466968,"frozenset({'energy_very_high', 'tempo_very_high'})",7482,energy_very_high|tempo_very_high
0.0896153523640676,"frozenset({'acousticness_low', 'danceability_very_high'})",7481,acousticness_low|danceability_very_high
0.08953149893985314,"frozenset({'mode_0', 'liveness_very_high'})",7474,liveness_very_high|mode_0
0.08922004336419938,"frozenset({'mode_0', 'tempo_very_high'})",7448,mode_0|tempo_very_high
0.0891002527581787,"frozenset({'acousticness_very_low', 'energy_very_high', 'mode_1'})",7438,acousticness_very_low|energy_very_high|mode_1
0.08892056684914769,"frozenset({'tempo_very_low', 'mode_0'})",7423,mode_0|tempo_very_low
0.08868098563710634,"frozenset({'acousticness_very_low', 'energy_very_high', 'loudness_very_high'})",7403,acousticness_very_low|energy_very_high|loudness_very_high
0.08842942536446292,"frozenset({'liveness_low', 'loudness_very_low'})",7382,liveness_low|loudness_very_low
0.08826171851603397,"frozenset({'loudness_low', 'mode_1', 'instrumentalness_low'})",7368,instrumentalness_low|loudness_low|mode_1
0.08808203260700295,"frozenset({'acousticness_very_high', 'liveness_low'})",7353,acousticness_very_high|liveness_low
0.08793828387977815,"frozenset({'tempo_very_low', 'loudness_very_low'})",7341,loudness_very_low|tempo_very_low
0.08791432575857401,"frozenset({'mode_0', 'key_low'})",7339,key_low|mode_0
0.08779453515255334,"frozenset({'tempo_very_high', 'danceability_very_low'})",7329,danceability_very_low|tempo_very_high
0.08774661891014507,"frozenset({'acousticness_very_high', 'valence_very_low'})",7325,acousticness_very_high|valence_very_low
0.08772266078894093,"frozenset({'mode_1', 'tempo_very_high', 'instrumentalness_low'})",7323,instrumentalness_low|mode_1|tempo_very_high
0.08767474454653267,"frozenset({'energy_very_high', 'speechiness_high'})",7319,energy_very_high|speechiness_high
0.08757891206171613,"frozenset({'mode_1', 'liveness_high', 'instrumentalness_low'})",7311,instrumentalness_low|liveness_high|mode_1
0.08753099581930784,"frozenset({'duration_ms_very_low', 'loudness_very_low'})",7307,duration_ms_very_low|loudness_very_low
0.08696797997101068,"frozenset({'tempo_very_high', 'loudness_very_high'})",7260,loudness_very_high|tempo_very_high
0.0869200637286024,"frozenset({'valence_very_high', 'mode_0'})",7256,mode_0|valence_very_high
0.08687214748619414,"frozenset({'speechiness_very_high', 'danceability_very_high'})",7252,danceability_very_high|speechiness_very_high
0.08678829406197966,"frozenset({'tempo_very_low', 'mode_1', 'instrumentalness_low'})",7245,instrumentalness_low|mode_1|tempo_very_low
0.08670444063776518,"frozenset({'liveness_very_low', 'danceability_very_high'})",7238,danceability_very_high|liveness_very_low
0.0860336132440494,"frozenset({'energy_low', 'speechiness_very_low'})",7182,energy_low|speechiness_very_low
0.08600965512284527,"frozenset({'acousticness_very_high', 'mode_1', 'instrumentalness_low'})",7180,acousticness_very_high|instrumentalness_low|mode_1
0.0859976760622432,"frozenset({'danceability_very_high', 'tempo_low'})",7179,danceability_very_high|tempo_low
0.08597371794103906,"frozenset({'key_high', 'mode_1', 'instrumentalness_low'})",7177,instrumentalness_low|key_high|mode_1
0.08580601109261012,"frozenset({'valence_low', 'mode_1', 'instrumentalness_low'})",7163,instrumentalness_low|mode_1|valence_low
0.08560236706237496,"frozenset({'mode_1', 'speechiness_very_high', 'instrumentalness_low'})",7146,instrumentalness_low|mode_1|speechiness_very_high
0.08513518369889433,"frozenset({'mode_1', 'duration_ms_very_low', 'instrumentalness_low'})",7107,duration_ms_very_low|instrumentalness_low|mode_1
0.08494351872926126,"frozenset({'valence_very_high', 'acousticness_high'})",7091,acousticness_high|valence_very_high
0.08488362342625091,"frozenset({'mode_0', 'danceability_very_low'})",7086,danceability_very_low|mode_0
0.08472789563842403,"frozenset({'mode_0', 'loudness_very_low'})",7073,loudness_very_low|mode_0
0.08447633536578061,"frozenset({'liveness_very_high', 'speechiness_very_high'})",7052,liveness_very_high|speechiness_very_high
0.0842607122749434,"frozenset({'danceability_low', 'mode_0'})",7034,danceability_low|mode_0
0.08420081697193306,"frozenset({'energy_very_low', 'valence_very_low', 'loudness_very_low'})",7029,energy_very_low|loudness_very_low|valence_very_low
0.08416487979012686,"frozenset({'acousticness_very_low', 'danceability_very_low'})",7026,acousticness_very_low|danceability_very_low
0.08398519388109585,"frozenset({'energy_low', 'danceability_very_high'})",7011,danceability_very_high|energy_low
0.08390134045688137,"frozenset({'acousticness_very_low', 'speechiness_high'})",7004,acousticness_very_low|speechiness_high
0.08373363360845243,"frozenset({'speechiness_very_low', 'acousticness_very_high'})",6990,acousticness_very_high|speechiness_very_low
0.08367373830544209,"frozenset({'mode_0', 'duration_ms_very_low'})",6985,duration_ms_very_low|mode_0
0.0834101989721966,"frozenset({'mode_1', 'valence_very_low', 'danceability_very_low'})",6963,danceability_very_low|mode_1|valence_very_low
0.0834101989721966,"frozenset({'acousticness_low', 'loudness_very_high'})",6963,acousticness_low|loudness_very_high
0.08320655494196146,"frozenset({'energy_high', 'danceability_very_high'})",6946,danceability_very_high|energy_high
0.08288312030570563,"frozenset({'tempo_high', 'danceability_very_high'})",6919,danceability_very_high|tempo_high
0.08278728782088908,"frozenset({'tempo_very_low', 'danceability_very_low'})",6911,danceability_very_low|tempo_very_low
0.08247583224523533,"frozenset({'key_very_low', 'valence_very_low'})",6885,key_very_low|valence_very_low
0.08243989506342912,"frozenset({'instrumentalness_high', 'energy_very_low', 'loudness_very_low'})",6882,energy_very_low|instrumentalness_high|loudness_very_low
0.0822602091543981,"frozenset({'liveness_low', 'valence_very_low'})",6867,liveness_low|valence_very_low
0.08222427197259191,"frozenset({'key_very_low', 'danceability_very_low'})",6864,danceability_very_low|key_very_low
0.08221229291198984,"frozenset({'speechiness_very_low', 'loudness_low'})",6863,loudness_low|speechiness_very_low
0.08169719330610094,"frozenset({'key_very_low', 'energy_very_low'})",6820,energy_very_low|key_very_low
0.0816372980030906,"frozenset({'liveness_very_high', 'loudness_very_high'})",6815,liveness_very_high|loudness_very_high
0.08150552833646785,"frozenset({'acousticness_very_low', 'instrumentalness_medium'})",6804,acousticness_very_low|instrumentalness_medium
0.08150552833646785,"frozenset({'acousticness_very_low', 'duration_ms_very_high'})",6804,acousticness_very_low|duration_ms_very_high
0.08130188430623271,"frozenset({'instrumentalness_low', 'mode_1', 'tempo_low'})",6787,instrumentalness_low|mode_1|tempo_low
0.0812300099426203,"frozenset({'key_very_low', 'loudness_very_low'})",6781,key_very_low|loudness_very_low
0.08105032403358929,"frozenset({'loudness_very_low', 'speechiness_low'})",6766,loudness_very_low|speechiness_low
0.08096647060937481,"frozenset({'mode_0', 'key_very_low'})",6759,key_very_low|mode_0
0.08087063812455828,"frozenset({'speechiness_very_high', 'tempo_very_high'})",6751,speechiness_very_high|tempo_very_high
0.08082272188215,"frozenset({'acousticness_high', 'danceability_very_high'})",6747,acousticness_high|danceability_very_high
0.0807867847003438,"frozenset({'speechiness_very_low', 'key_very_low'})",6744,key_very_low|speechiness_very_low
0.08072688939733347,"frozenset({'instrumentalness_high', 'speechiness_low'})",6739,instrumentalness_high|speechiness_low
0.08070293127612932,"frozenset({'speechiness_very_high', 'duration_ms_very_low'})",6737,duration_ms_very_low|speechiness_very_high
0.08064303597311899,"frozenset({'acousticness_high', 'loudness_low'})",6732,acousticness_high|loudness_low
0.08061907785191486,"frozenset({'acousticness_very_high', 'danceability_very_low', 'energy_very_low'})",6730,acousticness_very_high|danceability_very_low|energy_very_low
